时间 (秒),前车位置 (米),后车位置 (米),前车速度 (米/秒),后车速度 (米/秒),后车加速度 (米/秒²),两车间距
0.60,11.96,-14.59,20.35,17.32,0.00,26.55
0.61,12.16,-14.41,20.36,17.32,0.00,26.58
0.62,12.37,-14.24,20.38,17.32,0.00,26.61
0.63,12.57,-14.07,20.39,17.32,0.00,26.64
0.64,12.77,-13.90,20.41,17.32,0.00,26.67
0.65,12.98,-13.72,20.42,17.32,0.00,26.70
0.66,13.18,-13.55,20.43,17.32,0.00,26.73
0.67,13.39,-13.38,20.45,17.32,0.00,26.76
0.68,13.59,-13.20,20.46,17.32,0.00,26.79
0.69,13.80,-13.03,20.48,17.32,0.00,26.82
0.70,14.00,-12.86,20.49,17.32,0.00,26.86
0.71,14.20,-12.68,20.50,17.32,0.00,26.89
0.72,14.41,-12.51,20.52,17.32,0.00,26.92
0.73,14.62,-12.34,20.53,17.32,0.00,26.95
0.74,14.82,-12.16,20.55,17.32,0.04,26.98
0.75,15.03,-11.99,20.56,17.32,0.04,27.02
0.76,15.23,-11.82,20.57,17.32,0.04,27.05
0.77,15.44,-11.64,20.59,17.32,0.04,27.08
0.78,15.64,-11.47,20.60,17.32,0.04,27.11
0.79,15.85,-11.30,20.62,17.32,0.04,27.15
0.80,16.06,-11.12,20.63,17.32,0.04,27.18
0.81,16.26,-10.95,20.64,17.32,0.04,27.21
0.82,16.47,-10.78,20.66,17.32,0.04,27.25
0.83,16.68,-10.60,20.67,17.32,0.04,27.28
0.84,16.88,-10.43,20.69,17.32,0.04,27.31
0.85,17.09,-10.26,20.70,17.32,0.04,27.35
0.86,17.30,-10.08,20.71,17.32,0.04,27.38
0.87,17.50,-9.91,20.73,17.33,0.04,27.41
0.88,17.71,-9.74,20.74,17.33,0.04,27.45
0.89,17.92,-9.56,20.76,17.33,0.04,27.48
0.90,18.13,-9.39,20.77,17.33,0.04,27.52
0.91,18.33,-9.22,20.78,17.33,0.04,27.55
0.92,18.54,-9.04,20.80,17.33,0.04,27.59
0.93,18.75,-8.87,20.81,17.33,0.04,27.62
0.94,18.96,-8.70,20.83,17.33,0.04,27.66
0.95,19.17,-8.53,20.84,17.33,0.04,27.69
0.96,19.37,-8.35,20.85,17.33,0.04,27.73
0.97,19.58,-8.18,20.87,17.33,0.04,27.76
0.98,19.79,-8.01,20.88,17.33,0.04,27.80
0.99,20.00,-7.83,20.90,17.33,0.04,27.83
1.00,20.21,-7.66,20.91,17.33,0.04,27.87
1.01,20.42,-7.49,20.92,17.33,0.04,27.90
1.02,20.63,-7.31,20.94,17.33,0.04,27.94
1.03,20.84,-7.14,20.95,17.33,0.04,27.98
1.04,21.05,-6.97,20.97,17.33,0.04,28.01
1.05,21.26,-6.79,20.98,17.33,0.04,28.05
1.06,21.47,-6.62,20.99,17.33,0.04,28.09
1.07,21.68,-6.45,21.01,17.33,0.04,28.12
1.08,21.89,-6.27,21.02,17.33,0.04,28.16
1.09,22.10,-6.10,21.04,17.33,0.04,28.20
1.10,22.31,-5.93,21.05,17.33,0.04,28.23
1.11,22.52,-5.75,21.06,17.33,0.04,28.27
1.12,22.73,-5.58,21.08,17.33,0.04,28.31
1.13,22.94,-5.41,21.09,17.34,0.04,28.35
1.14,23.15,-5.23,21.11,17.34,0.04,28.38
1.15,23.36,-5.06,21.12,17.34,0.04,28.42
1.16,23.57,-4.89,21.13,17.34,0.04,28.46
1.17,23.78,-4.71,21.15,17.34,0.04,28.50
1.18,24.00,-4.54,21.16,17.34,0.04,28.54
1.19,24.21,-4.37,21.18,17.34,0.04,28.57
1.20,24.42,-4.19,21.19,17.34,0.04,28.61
1.21,24.63,-4.02,21.20,17.34,0.04,28.65
1.22,24.84,-3.85,21.22,17.34,0.04,28.69
1.23,25.06,-3.67,21.23,17.34,0.04,28.73
1.24,25.27,-3.50,21.25,17.34,0.04,28.77
1.25,25.48,-3.32,21.26,17.34,0.04,28.81
1.26,25.69,-3.15,21.27,17.34,0.04,28.85
1.27,25.91,-2.98,21.29,17.34,0.04,28.88
1.28,26.12,-2.80,21.30,17.34,0.04,28.92
1.29,26.33,-2.63,21.32,17.34,0.04,28.96
1.30,26.55,-2.46,21.33,17.34,0.04,29.00
1.31,26.76,-2.28,21.34,17.34,0.04,29.04
1.32,26.97,-2.11,21.36,17.34,0.04,29.08
1.33,27.19,-1.94,21.37,17.34,0.04,29.12
1.34,27.40,-1.76,21.39,17.34,0.04,29.16
1.35,27.61,-1.59,21.40,17.34,0.04,29.20
1.36,27.83,-1.42,21.41,17.34,0.04,29.25
1.37,28.04,-1.24,21.43,17.35,0.04,29.29
1.38,28.26,-1.07,21.44,17.35,0.04,29.33
1.39,28.47,-0.90,21.46,17.35,0.04,29.37
1.40,28.69,-0.72,21.47,17.35,0.04,29.41
1.41,28.90,-0.55,21.48,17.35,0.04,29.45
1.42,29.12,-0.38,21.50,17.35,0.04,29.49
1.43,29.33,-0.20,21.51,17.35,0.04,29.53
1.44,29.55,-0.03,21.53,17.35,0.04,29.58
1.45,29.76,0.14,21.54,17.35,0.04,29.62
1.46,29.98,0.32,21.55,17.35,0.04,29.66
1.47,30.19,0.49,21.57,17.35,0.04,29.70
1.48,30.41,0.66,21.58,17.35,0.04,29.74
1.49,30.62,0.84,21.60,17.35,0.04,29.79
1.50,30.84,1.01,21.61,17.35,0.04,29.83
1.51,31.06,1.18,21.62,17.35,0.04,29.87
1.52,31.27,1.36,21.64,17.35,0.04,29.91
1.53,31.49,1.53,21.65,17.35,0.04,29.96
1.54,31.71,1.71,21.67,17.35,0.04,30.00
1.55,31.92,1.88,21.68,17.35,0.04,30.04
1.56,32.14,2.05,21.69,17.35,0.04,30.09
1.57,32.36,2.23,21.71,17.35,0.04,30.13
1.58,32.57,2.40,21.72,17.35,0.04,30.17
1.59,32.79,2.57,21.74,17.35,0.04,30.22
1.60,33.01,2.75,21.75,17.35,0.04,30.26
1.61,33.23,2.92,21.76,17.36,0.04,30.31
1.62,33.44,3.09,21.78,17.36,0.04,30.35
1.63,33.66,3.27,21.79,17.36,0.04,30.39
1.64,33.88,3.44,21.81,17.36,0.04,30.44
1.65,34.10,3.61,21.82,17.36,0.04,30.48
1.66,34.32,3.79,21.83,17.36,0.04,30.53
1.67,34.53,3.96,21.85,17.36,0.04,30.57
1.68,34.75,4.14,21.86,17.36,0.04,30.62
1.69,34.97,4.31,21.88,17.36,0.04,30.66
1.70,35.19,4.48,21.89,17.36,0.04,30.71
1.71,35.41,4.66,21.90,17.36,0.04,30.75
1.72,35.63,4.83,21.92,17.36,0.04,30.80
1.73,35.85,5.00,21.93,17.36,0.04,30.84
1.74,36.07,5.18,21.95,17.36,0.04,30.89
1.75,36.29,5.35,21.96,17.36,0.04,30.94
1.76,36.51,5.52,21.97,17.36,0.04,30.98
1.77,36.73,5.70,21.99,17.36,0.04,31.03
1.78,36.95,5.87,22.00,17.36,0.04,31.07
1.79,37.17,6.04,22.02,17.36,0.04,31.12
1.80,37.39,6.22,22.03,17.36,0.04,31.17
1.81,37.61,6.39,22.04,17.36,0.04,31.21
1.82,37.83,6.57,22.06,17.36,0.04,31.26
1.83,38.05,6.74,22.07,17.36,0.04,31.31
1.84,38.27,6.91,22.09,17.36,0.04,31.36
1.85,38.49,7.09,22.10,17.37,0.04,31.40
1.86,38.71,7.26,22.11,17.37,0.04,31.45
1.87,38.93,7.43,22.13,17.37,0.04,31.50
1.88,39.15,7.61,22.14,17.37,0.04,31.55
1.89,39.37,7.78,22.16,17.37,0.04,31.59
1.90,39.60,7.96,22.17,17.37,0.04,31.64
1.91,39.82,8.13,22.18,17.37,0.04,31.69
1.92,40.04,8.30,22.20,17.37,0.04,31.74
1.93,40.26,8.48,22.21,17.37,0.04,31.79
1.94,40.48,8.65,22.23,17.37,0.04,31.83
1.95,40.71,8.82,22.24,17.37,0.04,31.88
1.96,40.93,9.00,22.25,17.37,0.04,31.93
1.97,41.15,9.17,22.27,17.37,0.04,31.98
1.98,41.37,9.34,22.28,17.37,0.04,32.03
1.99,41.60,9.52,22.30,17.37,0.04,32.08
2.00,41.82,9.69,22.31,17.37,0.04,32.13
2.01,42.04,9.87,22.32,17.37,0.04,32.18
2.02,42.27,10.04,22.34,17.37,0.04,32.23
2.03,42.49,10.21,22.35,17.37,0.04,32.28
2.04,42.71,10.39,22.37,17.37,0.04,32.33
2.05,42.94,10.56,22.38,17.37,0.04,32.38
2.06,43.16,10.73,22.39,17.37,0.04,32.43
2.07,43.39,10.91,22.41,17.37,0.04,32.48
2.08,43.61,11.08,22.42,17.37,0.04,32.53
2.09,43.83,11.26,22.44,17.38,0.04,32.58
2.10,44.06,11.43,22.45,17.38,0.04,32.63
2.11,44.28,11.60,22.46,17.38,0.04,32.68
2.12,44.51,11.78,22.48,17.38,0.04,32.73
2.13,44.73,11.95,22.49,17.38,0.04,32.78
2.14,44.96,12.12,22.51,17.38,0.04,32.83
2.15,45.18,12.30,22.52,17.38,0.04,32.88
2.16,45.41,12.47,22.53,17.38,0.04,32.94
2.17,45.63,12.65,22.55,17.38,0.04,32.99
2.18,45.86,12.82,22.56,17.38,0.04,33.04
2.19,46.08,12.99,22.58,17.38,0.04,33.09
2.20,46.31,13.17,22.59,17.38,0.04,33.14
2.21,46.54,13.34,22.60,17.38,0.04,33.20
2.22,46.76,13.51,22.62,17.38,0.04,33.25
2.23,46.99,13.69,22.63,17.38,0.04,33.30
2.24,47.21,13.86,22.65,17.38,0.04,33.35
2.25,47.44,14.04,22.66,17.38,0.04,33.41
2.26,47.67,14.21,22.67,17.38,0.04,33.46
2.27,47.89,14.38,22.69,17.38,0.04,33.51
2.28,48.12,14.56,22.70,17.38,0.04,33.56
2.29,48.35,14.73,22.72,17.38,0.04,33.62
2.30,48.58,14.91,22.73,17.38,0.04,33.67
2.31,48.80,15.08,22.74,17.38,0.04,33.72
2.32,49.03,15.25,22.76,17.38,0.04,33.78
2.33,49.26,15.43,22.77,17.39,0.04,33.83
2.34,49.49,15.60,22.79,17.39,0.04,33.89
2.35,49.71,15.77,22.80,17.39,0.04,33.94
2.36,49.94,15.95,22.81,17.39,0.04,33.99
2.37,50.17,16.12,22.83,17.39,0.04,34.05
2.38,50.40,16.30,22.84,17.39,0.04,34.10
2.39,50.63,16.47,22.86,17.39,0.04,34.16
2.40,50.86,16.64,22.87,17.39,0.04,34.21
2.41,51.08,16.82,22.88,17.39,0.04,34.27
2.42,51.31,16.99,22.90,17.39,0.04,34.32
2.43,51.54,17.17,22.91,17.39,0.04,34.38
2.44,51.77,17.34,22.93,17.39,0.04,34.43
2.45,52.00,17.51,22.94,17.39,0.04,34.49
2.46,52.23,17.69,22.95,17.39,0.04,34.54
2.47,52.46,17.86,22.97,17.39,0.04,34.60
2.48,52.69,18.04,22.98,17.39,0.04,34.66
2.49,52.92,18.21,23.00,17.39,0.04,34.71
2.50,53.15,18.38,23.01,17.39,0.04,34.77
2.51,53.38,18.56,23.02,17.39,0.04,34.82
2.52,53.61,18.73,23.04,17.39,0.04,34.88
2.53,53.84,18.90,23.05,17.39,0.04,34.94
2.54,54.07,19.08,23.07,17.39,0.04,34.99
2.55,54.30,19.25,23.08,17.39,0.04,35.05
2.56,54.53,19.43,23.09,17.39,0.04,35.11
2.57,54.76,19.60,23.11,17.39,0.04,35.16
2.58,55.00,19.77,23.12,17.40,0.04,35.22
2.59,55.23,19.95,23.14,17.40,0.04,35.28
2.60,55.46,20.12,23.15,17.40,0.04,35.34
2.61,55.69,20.30,23.16,17.40,0.04,35.39
2.62,55.92,20.47,23.18,17.40,0.04,35.45
2.63,56.15,20.64,23.19,17.40,0.04,35.51
2.64,56.39,20.82,23.21,17.40,0.04,35.57
2.65,56.62,20.99,23.22,17.40,0.04,35.63
2.66,56.85,21.17,23.23,17.40,0.04,35.68
2.67,57.08,21.34,23.25,17.40,0.04,35.74
2.68,57.31,21.51,23.26,17.40,0.04,35.80
2.69,57.55,21.69,23.28,17.40,0.04,35.86
2.70,57.78,21.86,23.29,17.40,0.04,35.92
2.71,58.01,22.04,23.30,17.40,0.04,35.98
2.72,58.25,22.21,23.32,17.40,0.04,36.04
2.73,58.48,22.38,23.33,17.40,0.04,36.10
2.74,58.71,22.56,23.35,17.40,0.04,36.15
2.75,58.95,22.73,23.36,17.40,0.04,36.21
2.76,59.18,22.91,23.37,17.40,0.04,36.27
2.77,59.41,23.08,23.39,17.40,0.04,36.33
2.78,59.65,23.25,23.40,17.40,0.04,36.39
2.79,59.88,23.43,23.42,17.40,0.04,36.45
2.80,60.12,23.60,23.43,17.40,0.04,36.51
2.81,60.35,23.78,23.44,17.40,0.04,36.57
2.82,60.58,23.95,23.46,17.40,0.04,36.63
2.83,60.82,24.12,23.47,17.41,0.04,36.70
2.84,61.05,24.30,23.49,17.41,0.04,36.76
2.85,61.29,24.47,23.50,17.41,0.04,36.82
2.86,61.52,24.65,23.51,17.41,0.04,36.88
2.87,61.76,24.82,23.53,17.41,0.04,36.94
2.88,61.99,24.99,23.54,17.41,0.04,37.00
2.89,62.23,25.17,23.56,17.41,0.04,37.06
2.90,62.47,25.34,23.57,17.41,0.04,37.12
2.91,62.70,25.52,23.58,17.41,0.04,37.18
2.92,62.94,25.69,23.60,17.41,0.04,37.25
2.93,63.17,25.87,23.61,17.41,0.04,37.31
2.94,63.41,26.04,23.63,17.41,0.04,37.37
2.95,63.65,26.21,23.64,17.41,0.04,37.43
2.96,63.88,26.39,23.65,17.41,0.04,37.50
2.97,64.12,26.56,23.67,17.41,0.04,37.56
2.98,64.36,26.74,23.68,17.41,0.04,37.62
2.99,64.59,26.91,23.70,17.41,0.04,37.68
3.00,64.83,27.08,23.71,17.41,0.04,37.75
3.01,65.07,27.26,23.72,17.41,0.04,37.81
3.02,65.30,27.43,23.74,17.41,0.04,37.87
3.03,65.54,27.61,23.75,17.41,0.04,37.94
3.04,65.78,27.78,23.77,17.41,0.04,38.00
3.05,66.02,27.95,23.78,17.41,0.04,38.06
3.06,66.26,28.13,23.79,17.41,0.04,38.13
3.07,66.49,28.30,23.81,17.41,0.04,38.19
3.08,66.73,28.48,23.82,17.41,0.04,38.25
3.09,66.97,28.65,23.84,17.42,0.04,38.32
3.10,67.21,28.83,23.85,17.42,0.04,38.38
3.11,67.45,29.00,23.86,17.42,0.04,38.45
3.12,67.69,29.17,23.88,17.42,0.04,38.51
3.13,67.92,29.35,23.89,17.42,0.04,38.58
3.14,68.16,29.52,23.91,17.42,0.04,38.64
3.15,68.40,29.70,23.92,17.42,0.04,38.71
3.16,68.64,29.87,23.93,17.42,0.04,38.77
3.17,68.88,30.04,23.95,17.42,0.04,38.84
3.18,69.12,30.22,23.96,17.42,0.04,38.90
3.19,69.36,30.39,23.98,17.42,0.04,38.97
3.20,69.60,30.57,23.99,17.42,0.04,39.03
3.21,69.84,30.74,24.00,17.42,0.04,39.10
3.22,70.08,30.92,24.02,17.42,0.04,39.16
3.23,70.32,31.09,24.03,17.42,0.04,39.23
3.24,70.56,31.26,24.05,17.42,0.04,39.30
3.25,70.80,31.44,24.06,17.42,0.04,39.36
3.26,71.04,31.61,24.07,17.42,0.04,39.43
3.27,71.28,31.79,24.09,17.42,0.04,39.50
3.28,71.52,31.96,24.10,17.42,0.04,39.56
3.29,71.76,32.13,24.12,17.42,0.04,39.63
3.30,72.01,32.31,24.13,17.42,0.04,39.70
3.31,72.25,32.48,24.14,17.42,0.04,39.76
3.32,72.49,32.66,24.16,17.42,0.04,39.83
3.33,72.73,32.83,24.17,17.42,0.04,39.90
3.34,72.97,33.01,24.19,17.42,0.04,39.97
3.35,73.21,33.18,24.20,17.42,0.04,40.03
3.36,73.46,33.35,24.21,17.43,0.04,40.10
3.37,73.70,33.53,24.23,17.43,0.04,40.17
3.38,73.94,33.70,24.24,17.43,0.04,40.24
3.39,74.18,33.88,24.26,17.43,0.04,40.31
3.40,74.43,34.05,24.27,17.43,0.04,40.37
3.41,74.67,34.23,24.28,17.43,0.04,40.44
3.42,74.91,34.40,24.30,17.43,0.04,40.51
3.43,75.15,34.57,24.31,17.43,0.04,40.58
3.44,75.40,34.75,24.33,17.43,0.04,40.65
3.45,75.64,34.92,24.34,17.43,0.04,40.72
3.46,75.88,35.10,24.35,17.43,0.04,40.79
3.47,76.13,35.27,24.37,17.43,0.04,40.86
3.48,76.37,35.45,24.38,17.43,0.04,40.93
3.49,76.62,35.62,24.40,17.43,0.04,41.00
3.50,76.86,35.79,24.41,17.43,0.04,41.07
3.51,77.10,35.97,24.42,17.43,0.04,41.14
3.52,77.35,36.14,24.44,17.43,0.04,41.21
3.53,77.59,36.32,24.45,17.43,0.04,41.28
3.54,77.84,36.49,24.47,17.43,0.04,41.35
3.55,78.08,36.67,24.48,17.43,0.04,41.42
3.56,78.33,36.84,24.49,17.43,0.04,41.49
3.57,78.57,37.01,24.51,17.43,0.04,41.56
3.58,78.82,37.19,24.52,17.43,0.04,41.63
3.59,79.06,37.36,24.54,17.43,0.04,41.70
3.60,79.31,37.54,24.55,17.43,0.04,41.77
3.61,79.55,37.71,24.56,17.43,0.04,41.84
3.62,79.80,37.89,24.58,17.43,0.04,41.91
3.63,80.05,38.06,24.59,17.44,0.04,41.98
3.64,80.29,38.24,24.61,17.44,0.04,42.06
3.65,80.54,38.41,24.62,17.44,0.04,42.13
3.66,80.78,38.58,24.63,17.44,0.04,42.20
3.67,81.03,38.76,24.65,17.44,0.04,42.27
3.68,81.28,38.93,24.66,17.44,0.04,42.34
3.69,81.52,39.11,24.68,17.44,0.04,42.42
3.70,81.77,39.28,24.69,17.44,0.04,42.49
3.71,82.02,39.46,24.70,17.44,0.04,42.56
3.72,82.26,39.63,24.72,17.44,0.03,42.63
3.73,82.51,39.80,24.73,17.44,0.03,42.71
3.74,82.76,39.98,24.75,17.44,0.03,42.78
3.75,83.01,40.15,24.76,17.44,0.03,42.85
3.76,83.25,40.33,24.77,17.44,0.03,42.93
3.77,83.50,40.50,24.79,17.44,0.03,43.00
3.78,83.75,40.68,24.80,17.44,0.03,43.07
3.79,84.00,40.85,24.82,17.44,0.03,43.15
3.80,84.25,41.03,24.83,17.44,0.03,43.22
3.81,84.49,41.20,24.84,17.44,0.03,43.29
3.82,84.74,41.37,24.86,17.44,0.03,43.37
3.83,84.99,41.55,24.87,17.44,0.03,43.44
3.84,85.24,41.72,24.89,17.44,0.03,43.52
3.85,85.49,41.90,24.90,17.44,0.03,43.59
3.86,85.74,42.07,24.91,17.44,0.03,43.67
3.87,85.99,42.25,24.93,17.44,0.03,43.74
3.88,86.24,42.42,24.94,17.44,0.03,43.82
3.89,86.49,42.59,24.96,17.44,0.03,43.89
3.90,86.74,42.77,24.97,17.44,0.03,43.97
3.91,86.99,42.94,24.98,17.44,0.03,44.04
3.92,87.24,43.12,25.00,17.45,0.03,44.12
3.93,87.49,43.29,25.01,17.45,0.03,44.19
3.94,87.74,43.47,25.03,17.45,0.03,44.27
3.95,87.99,43.64,25.04,17.45,0.03,44.34
3.96,88.24,43.82,25.05,17.45,0.03,44.42
3.97,88.49,43.99,25.07,17.45,0.03,44.50
3.98,88.74,44.17,25.08,17.45,0.03,44.57
3.99,88.99,44.34,25.10,17.45,0.03,44.65
4.00,89.24,44.51,25.11,17.45,0.03,44.73
4.01,89.49,44.69,25.12,17.45,0.03,44.80
4.02,89.74,44.86,25.14,17.45,0.03,44.88
4.03,89.99,45.04,25.15,17.45,0.03,44.96
4.04,90.25,45.21,25.17,17.45,0.03,45.03
4.05,90.50,45.39,25.18,17.45,0.03,45.11
4.06,90.75,45.56,25.19,17.45,0.03,45.19
4.07,91.00,45.74,25.21,17.45,0.03,45.27
4.08,91.25,45.91,25.22,17.45,0.03,45.34
4.09,91.51,46.08,25.24,17.45,0.03,45.42
4.10,91.76,46.26,25.25,17.45,0.03,45.50
4.11,92.01,46.43,25.26,17.45,0.03,45.58
4.12,92.26,46.61,25.28,17.45,0.03,45.66
4.13,92.52,46.78,25.29,17.45,0.03,45.73
4.14,92.77,46.96,25.31,17.45,0.03,45.81
4.15,93.02,47.13,25.32,17.45,0.03,45.89
4.16,93.28,47.31,25.33,17.45,0.03,45.97
4.17,93.53,47.48,25.35,17.45,0.03,46.05
4.18,93.78,47.66,25.36,17.45,0.03,46.13
4.19,94.04,47.83,25.38,17.45,0.03,46.21
4.20,94.29,48.00,25.39,17.45,0.03,46.29
4.21,94.54,48.18,25.40,17.45,0.03,46.37
4.22,94.80,48.35,25.42,17.46,0.03,46.44
4.23,95.05,48.53,25.43,17.46,0.03,46.52
4.24,95.31,48.70,25.45,17.46,0.03,46.60
4.25,95.56,48.88,25.46,17.46,0.03,46.68
4.26,95.82,49.05,25.47,17.46,0.03,46.76
4.27,96.07,49.23,25.49,17.46,0.03,46.84
4.28,96.33,49.40,25.50,17.46,0.03,46.92
4.29,96.58,49.58,25.52,17.46,0.03,47.01
4.30,96.84,49.75,25.53,17.46,0.03,47.09
4.31,97.09,49.92,25.54,17.46,0.03,47.17
4.32,97.35,50.10,25.56,17.46,0.03,47.25
4.33,97.60,50.27,25.57,17.46,0.03,47.33
4.34,97.86,50.45,25.59,17.46,0.03,47.41
4.35,98.11,50.62,25.60,17.46,0.03,47.49
4.36,98.37,50.80,25.61,17.46,0.03,47.57
4.37,98.63,50.97,25.63,17.46,0.03,47.65
4.38,98.88,51.15,25.64,17.46,0.03,47.74
4.39,99.14,51.32,25.66,17.46,0.03,47.82
4.40,99.40,51.50,25.67,17.46,0.03,47.90
4.41,99.65,51.67,25.68,17.46,0.03,47.98
4.42,99.91,51.85,25.70,17.46,0.03,48.06
4.43,100.17,52.02,25.71,17.46,0.03,48.15
4.44,100.42,52.19,25.73,17.46,0.03,48.23
4.45,100.68,52.37,25.74,17.46,0.03,48.31
4.46,100.94,52.54,25.75,17.46,0.03,48.40
4.47,101.20,52.72,25.77,17.46,0.03,48.48
4.48,101.45,52.89,25.78,17.46,0.03,48.56
4.49,101.71,53.07,25.80,17.46,0.03,48.64
4.50,101.97,53.24,25.81,17.46,0.03,48.73
4.51,102.23,53.42,25.82,17.46,0.03,48.81
4.52,102.49,53.59,25.84,17.46,0.03,48.90
4.53,102.74,53.77,25.85,17.46,0.03,48.98
4.54,103.00,53.94,25.87,17.47,0.03,49.06
4.55,103.26,54.12,25.88,17.47,0.03,49.15
4.56,103.52,54.29,25.89,17.47,0.03,49.23
4.57,103.78,54.46,25.91,17.47,0.03,49.32
4.58,104.04,54.64,25.92,17.47,0.03,49.40
4.59,104.30,54.81,25.94,17.47,0.03,49.48
4.60,104.56,54.99,25.95,17.47,0.03,49.57
4.61,104.82,55.16,25.96,17.47,0.03,49.65
4.62,105.08,55.34,25.98,17.47,0.03,49.74
4.63,105.34,55.51,25.99,17.47,0.03,49.82
4.64,105.60,55.69,26.01,17.47,0.03,49.91
4.65,105.86,55.86,26.02,17.47,0.03,50.00
4.66,106.12,56.04,26.03,17.47,0.03,50.08
4.67,106.38,56.21,26.05,17.47,0.03,50.17
4.68,106.64,56.39,26.06,17.47,0.03,50.25
4.69,106.90,56.56,26.08,17.47,0.03,50.34
4.70,107.16,56.74,26.09,17.47,0.03,50.42
4.71,107.42,56.91,26.10,17.47,0.03,50.51
4.72,107.68,57.08,26.12,17.47,0.03,50.60
4.73,107.94,57.26,26.13,17.47,0.03,50.68
4.74,108.20,57.43,26.15,17.47,0.03,50.77
4.75,108.47,57.61,26.16,17.47,0.03,50.86
4.76,108.73,57.78,26.17,17.47,0.03,50.94
4.77,108.99,57.96,26.19,17.47,0.03,51.03
4.78,109.25,58.13,26.20,17.47,0.03,51.12
4.79,109.51,58.31,26.22,17.47,0.03,51.21
4.80,109.78,58.48,26.23,17.47,0.03,51.29
4.81,110.04,58.66,26.24,17.47,0.03,51.38
4.82,110.30,58.83,26.26,17.47,0.03,51.47
4.83,110.56,59.01,26.27,17.47,0.03,51.56
4.84,110.83,59.18,26.29,17.47,0.03,51.64
4.85,111.09,59.36,26.30,17.47,0.03,51.73
4.86,111.35,59.53,26.31,17.47,0.03,51.82
4.87,111.62,59.71,26.33,17.47,0.03,51.91
4.88,111.88,59.88,26.34,17.48,0.03,52.00
4.89,112.14,60.06,26.36,17.48,0.03,52.09
